Entropy Sampling

[0.9348211994742547, 0.9359365754292627, 0.9373504322736389, 0.9394764540470343, 0.939869192059361, 0.9426235946524792, 0.9478077364151921, 0.9477134792922337, 0.9477710808673749, 0.9478653379903335]
[0.9312184827745108, 0.9338943377651636, 0.9341404535862217, 0.9359732309770799, 0.936250765839124, 0.9357428246765148, 0.9423879518450832, 0.9420789979420529, 0.946634758885043, 0.9401990919897155]
[0.9349262703699049, 0.936633362657618, 0.9362196807842151, 0.9399690000418919, 0.9400894390683255, 0.9403093712035524, 0.9484625696451762, 0.9482897658246408, 0.9485934816304302, 0.9484520966863559]
[0.63883, 0.65656, 0.650692, 0.707214, 0.70608, 0.695496, 0.77073, 0.769614, 0.774478, 0.772752]
[0.756464, 0.70037, 0.688175, 0.713849, 0.717866, 0.717707, 0.801253, 0.800265, 0.81069, 0.801453]
[0.659115, 0.692693, 0.684515, 0.736618, 0.737017, 0.719993, 0.781034, 0.781177, 0.778069, 0.782386]
[309797, 557627, 755897, 914507, 1041397, 1142907, 1224117, 1289087, 1341057, 1382637]

Margin Sampling

[0.9359732309770799, 0.9354809993349636, 0.9377065147381485, 0.9395864206904858, 0.9409898045212, 0.9474254714165274, 0.9475040190189928, 0.9478548649766714, 0.9479177030586436, 0.9476296951829374]
[0.9251546078641859, 0.933302612493258, 0.9339467028334738, 0.935795189744825, 0.938041651175334, 0.9351772819387643, 0.943932721360235, 0.9467813810763116, 0.9422936947221248, 0.9443254593725617]
[0.931522558753299, 0.9359264379372461, 0.9365548154664656, 0.9399009258095598, 0.9401575133006577, 0.9442262578023544, 0.9481536173599765, 0.9486249005068912, 0.9485568262745591, 0.9485149344392778]
[0.621157, 0.659275, 0.659578, 0.710925, 0.711838, 0.736684, 0.770239, 0.774134, 0.777741, 0.772927]
[0.753983, 0.708666, 0.698028, 0.713739, 0.714625, 0.777971, 0.799363, 0.804359, 0.80271, 0.80382]
[0.660689, 0.674783, 0.695732, 0.737922, 0.739499, 0.762712, 0.781844, 0.785027, 0.786322, 0.783736]
[309797, 557627, 755897, 914507, 1041397, 1142907, 1224117, 1289087, 1341057, 1382637]

Random Sampling

[0.9336534584509365, 0.9356223850194012, 0.9386909780223809, 0.9394816905538653, 0.9406337220566904, 0.9417281519843743, 0.9474411809370206, 0.9478653379903335, 0.9478077364151921, 0.9480171966884331]
[0.9302706750380956, 0.9330198411243827, 0.9340619059837564, 0.9368215450837055, 0.9343027852979834, 0.9395864206904858, 0.941900956709798, 0.94303727869213, 0.9456921876554588, 0.9465038462142674]
[0.9356646139667378, 0.9359840392107578, 0.9397385949478446, 0.9338318461731808, 0.9337532989820284, 0.9359735662519375, 0.9478917933894684, 0.9482792928658205, 0.9478708474718277, 0.9425348749528717]
[0.639315, 0.646049, 0.698941, 0.657161, 0.65824, 0.675435, 0.769604, 0.764455, 0.761842, 0.727881]
[0.75847, 0.693735, 0.717008, 0.680282, 0.674369, 0.681817, 0.79968, 0.826799, 0.82039, 0.763118]
[0.658632, 0.687068, 0.734496, 0.705559, 0.701894, 0.715809, 0.779509, 0.780861, 0.780167, 0.748765]
[309797, 557627, 755897, 914507, 1041397, 1142907, 1224117, 1289087, 1341057, 1382637]

Least Confidence Sampling
[0.9338681552310085, 0.9370886069320877, 0.9388690192546356, 0.9393298318557657, 0.9395445286358376, 0.9410631156168343, 0.9422256201333215, 0.9477553713468819, 0.9477082427854027, 0.9479334125791367]
[0.9277990438138527, 0.9338105536558673, 0.9361355626888416, 0.9358946833746145, 0.9357690072106699, 0.9389685128844251, 0.9380468876821649, 0.9455298559436971, 0.9447234338917195, 0.946425298611802]
[0.9343554941141972, 0.9366909639311298, 0.9389007582422186, 0.9313130995768925, 0.9343397846759667, 0.9399637635624817, 0.9399323446860207, 0.9468497339868459, 0.9452840266432072, 0.9488343596832978]
[0.633679, 0.654461, 0.694619, 0.626694, 0.646282, 0.708412, 0.689544, 0.749278, 0.750785, 0.773618]
[0.7146, 0.701248, 0.708014, 0.645163, 0.661998, 0.735131, 0.72436, 0.808605, 0.773938, 0.81345]
[0.660982, 0.691781, 0.724646, 0.664651, 0.681775, 0.730022, 0.731548, 0.761459, 0.767986, 0.785836]
[309797, 557627, 755897, 914507, 1041397, 1142907, 1224117, 1289087, 1341057, 1382637]

